county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,03-06,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",392,115,390,897
County of Hawaii,03-06,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",2,1,4,7
County of Hawaii,03-06,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,1,5,9
County of Hawaii,03-06,U.S. Senator,,C,"ALLISON, Joy J.",3,3,19,25
County of Hawaii,03-06,U.S. Senator,,D,"SCHATZ, Brian",434,121,405,960
County of Hawaii,03-06,U.S. Senator,,L,"KOKOSKI, Michael A.",12,2,27,41
County of Hawaii,03-06,U.S. Senator,,R,"CARROLL, John",85,26,111,222
County of Hawaii,03-06,U.S. Representative,2,D,"GABBARD, Tulsi",464,127,483,1074
County of Hawaii,03-06,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",70,28,87,185
County of Hawaii,03-06,State Senator,2 ,D,"RUDERMAN, Russell E.",431,126,427,984
County of Hawaii,03-06,State Senator,2 ,L,"FOGEL, Frederick F.",98,28,125,251
County of Hawaii,03-06,State Representative,3,D,"ONISHI, Richard H.K.",351,95,321,767
County of Hawaii,03-06,State Representative,3,G,"PISCIOTTA, Kealoha",90,34,141,265
County of Hawaii,03-06,State Representative,3,L,"ARIANOFF, Gregory",63,13,71,147
County of Hawaii,03-07,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",1,4,1,6
County of Hawaii,03-07,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",2,1,0,3
County of Hawaii,03-07,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",35,13,38,86
County of Hawaii,03-07,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",164,40,155,359
County of Hawaii,03-07,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",2,1,1,4
County of Hawaii,03-07,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,1,1
County of Hawaii,03-07,U.S. Senator,,C,"ALLISON, Joy J.",4,1,6,11
County of Hawaii,03-07,U.S. Senator,,D,"SCHATZ, Brian",179,50,161,390
County of Hawaii,03-07,U.S. Senator,,L,"KOKOSKI, Michael A.",1,0,7,8
County of Hawaii,03-07,U.S. Senator,,R,"CARROLL, John",20,8,16,44
County of Hawaii,03-07,U.S. Representative,2,D,"GABBARD, Tulsi",186,53,169,408
County of Hawaii,03-07,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",14,6,19,39
County of Hawaii,03-07,State Senator,2 ,D,"RUDERMAN, Russell E.",171,46,153,370
County of Hawaii,03-07,State Senator,2 ,L,"FOGEL, Frederick F.",15,10,28,53
County of Hawaii,03-07,State Representative,3,D,"ONISHI, Richard H.K.",172,47,157,376
County of Hawaii,03-07,State Representative,3,G,"PISCIOTTA, Kealoha",13,8,21,42
County of Hawaii,03-07,State Representative,3,L,"ARIANOFF, Gregory",6,2,6,14
County of Hawaii,04-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",79,14,78,171
County of Hawaii,04-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",58,10,59,127
County of Hawaii,04-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",461,159,510,1130
County of Hawaii,04-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",955,310,913,2178
County of Hawaii,04-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",31,4,28,63
County of Hawaii,04-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",7,4,8,19
County of Hawaii,04-01,U.S. Senator,,C,"ALLISON, Joy J.",40,23,67,130
County of Hawaii,04-01,U.S. Senator,,D,"SCHATZ, Brian",1134,341,1100,2575
County of Hawaii,04-01,U.S. Senator,,L,"KOKOSKI, Michael A.",30,11,34,75
County of Hawaii,04-01,U.S. Senator,,R,"CARROLL, John",349,104,323,776
County of Hawaii,04-01,U.S. Representative,2,D,"GABBARD, Tulsi",1261,383,1233,2877
County of Hawaii,04-01,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",311,87,297,695
County of Hawaii,04-01,State Senator,2 ,D,"RUDERMAN, Russell E.",1240,381,1228,2849
County of Hawaii,04-01,State Senator,2 ,L,"FOGEL, Frederick F.",260,93,270,623
County of Hawaii,04-01,State Representative,4,C,"STEPHENS, Moke",140,38,164,342
County of Hawaii,04-01,State Representative,4,D,"SAN BUENAVENTURA, Joy A.",1154,336,1048,2538
County of Hawaii,04-01,State Representative,4,N,"JONES, Luana",156,75,214,445
County of Hawaii,04-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",26,7,46,79
County of Hawaii,04-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",29,3,22,54
County of Hawaii,04-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",130,30,192,352
County of Hawaii,04-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",329,86,383,798
County of Hawaii,04-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",13,1,5,19
County of Hawaii,04-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,0,1,2
County of Hawaii,04-02,U.S. Senator,,C,"ALLISON, Joy J.",13,5,32,50
County of Hawaii,04-02,U.S. Senator,,D,"SCHATZ, Brian",393,90,462,945
County of Hawaii,04-02,U.S. Senator,,L,"KOKOSKI, Michael A.",15,4,15,34
County of Hawaii,04-02,U.S. Senator,,R,"CARROLL, John",96,22,122,240
County of Hawaii,04-02,U.S. Representative,2,D,"GABBARD, Tulsi",413,99,494,1006
County of Hawaii,04-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",98,23,136,257
County of Hawaii,04-02,State Senator,2 ,D,"RUDERMAN, Russell E.",447,93,513,1053
County of Hawaii,04-02,State Senator,2 ,L,"FOGEL, Frederick F.",55,20,105,180
County of Hawaii,04-02,State Representative,4,C,"STEPHENS, Moke",36,6,63,105
County of Hawaii,04-02,State Representative,4,D,"SAN BUENAVENTURA, Joy A.",384,80,392,856
County of Hawaii,04-02,State Representative,4,N,"JONES, Luana",77,25,134,236
County of Hawaii,04-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",74,15,122,211
County of Hawaii,04-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",24,1,22,47
County of Hawaii,04-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",155,47,186,388
County of Hawaii,04-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",512,168,494,1174
County of Hawaii,04-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",16,2,5,23
County of Hawaii,04-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,0,10,13
County of Hawaii,04-03,U.S. Senator,,C,"ALLISON, Joy J.",30,8,52,90
County of Hawaii,04-03,U.S. Senator,,D,"SCHATZ, Brian",593,193,575,1361
County of Hawaii,04-03,U.S. Senator,,L,"KOKOSKI, Michael A.",20,3,26,49
County of Hawaii,04-03,U.S. Senator,,R,"CARROLL, John",116,25,115,256
County of Hawaii,04-03,U.S. Representative,2,D,"GABBARD, Tulsi",654,206,674,1534
County of Hawaii,04-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",110,25,121,256
County of Hawaii,04-03,State Senator,2 ,D,"RUDERMAN, Russell E.",618,201,690,1509
County of Hawaii,04-03,State Senator,2 ,L,"FOGEL, Frederick F.",129,19,98,246
County of Hawaii,04-03,State Representative,4,C,"STEPHENS, Moke",52,5,54,111
County of Hawaii,04-03,State Representative,4,D,"SAN BUENAVENTURA, Joy A.",578,185,558,1321
County of Hawaii,04-03,State Representative,4,N,"JONES, Luana",85,23,148,256
County of Hawaii,04-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",56,12,85,153
County of Hawaii,04-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",26,4,26,56
County of Hawaii,04-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",146,46,187,379
County of Hawaii,04-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",460,126,512,1098
County of Hawaii,04-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",9,0,4,13
County of Hawaii,04-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",5,0,7,12
County of Hawaii,04-04,U.S. Senator,,C,"ALLISON, Joy J.",19,12,40,71
County of Hawaii,04-04,U.S. Senator,,D,"SCHATZ, Brian",505,133,570,1208
County of Hawaii,04-04,U.S. Senator,,L,"KOKOSKI, Michael A.",16,6,32,54
County of Hawaii,04-04,U.S. Senator,,R,"CARROLL, John",118,27,111,256
County of Hawaii,04-04,U.S. Representative,2,D,"GABBARD, Tulsi",564,157,666,1387
County of Hawaii,04-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",108,24,120,252
County of Hawaii,04-04,State Senator,2 ,D,"RUDERMAN, Russell E.",544,142,663,1349
County of Hawaii,04-04,State Senator,2 ,L,"FOGEL, Frederick F.",118,31,121,270
County of Hawaii,04-04,State Representative,4,C,"STEPHENS, Moke",40,12,38,90
County of Hawaii,04-04,State Representative,4,D,"SAN BUENAVENTURA, Joy A.",497,126,508,1131
County of Hawaii,04-04,State Representative,4,N,"JONES, Luana",91,28,191,310
County of Hawaii,05-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",27,0,19,46
County of Hawaii,05-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",14,1,13,28
County of Hawaii,05-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",87,14,99,200
County of Hawaii,05-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",237,52,212,501
County of Hawaii,05-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",11,0,4,15
County of Hawaii,05-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,3,5
County of Hawaii,05-01,U.S. Senator,,C,"ALLISON, Joy J.",4,4,6,14
County of Hawaii,05-01,U.S. Senator,,D,"SCHATZ, Brian",283,49,241,573
County of Hawaii,05-01,U.S. Senator,,L,"KOKOSKI, Michael A.",7,1,14,22
County of Hawaii,05-01,U.S. Senator,,R,"CARROLL, John",71,11,74,156
County of Hawaii,05-01,U.S. Representative,2,D,"GABBARD, Tulsi",308,54,276,638
County of Hawaii,05-01,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",61,12,59,132
County of Hawaii,05-01,State Representative,5,D,"CREAGAN, Richard P.",280,49,251,580
County of Hawaii,05-01,State Representative,5,L,"LAST, Michael L.",66,9,73,148
County of Hawaii,05-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",31,1,41,73
County of Hawaii,05-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",14,1,21,36
County of Hawaii,05-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",156,50,242,448
County of Hawaii,05-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",241,79,289,609
County of Hawaii,05-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",6,1,5,12
County of Hawaii,05-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,11,11
County of Hawaii,05-02,U.S. Senator,,C,"ALLISON, Joy J.",15,5,25,45
County of Hawaii,05-02,U.S. Senator,,D,"SCHATZ, Brian",278,85,332,695
County of Hawaii,05-02,U.S. Senator,,L,"KOKOSKI, Michael A.",18,2,26,46
County of Hawaii,05-02,U.S. Senator,,R,"CARROLL, John",121,37,166,324
County of Hawaii,05-02,U.S. Representative,2,D,"GABBARD, Tulsi",323,99,404,826
County of Hawaii,05-02,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",112,31,168,311
County of Hawaii,05-02,State Representative,5,D,"CREAGAN, Richard P.",317,94,380,791
County of Hawaii,05-02,State Representative,5,L,"LAST, Michael L.",96,31,158,285
County of Hawaii,05-03,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",11,1,13,25
County of Hawaii,05-03,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",2,0,9,11
County of Hawaii,05-03,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",24,18,39,81
County of Hawaii,05-03,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",93,22,99,214
County of Hawaii,05-03,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",1,0,2,3
County of Hawaii,05-03,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,1,1,3
County of Hawaii,05-03,U.S. Senator,,C,"ALLISON, Joy J.",2,1,6,9
County of Hawaii,05-03,U.S. Senator,,D,"SCHATZ, Brian",111,27,113,251
County of Hawaii,05-03,U.S. Senator,,L,"KOKOSKI, Michael A.",2,1,5,8
County of Hawaii,05-03,U.S. Senator,,R,"CARROLL, John",14,10,25,49
County of Hawaii,05-03,U.S. Representative,2,D,"GABBARD, Tulsi",117,29,129,275
County of Hawaii,05-03,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",13,10,18,41
County of Hawaii,05-03,State Representative,5,D,"CREAGAN, Richard P.",102,28,114,244
County of Hawaii,05-03,State Representative,5,L,"LAST, Michael L.",20,10,31,61
County of Hawaii,05-04,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",9,1,13,23
County of Hawaii,05-04,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",6,0,8,14
County of Hawaii,05-04,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",37,10,35,82
County of Hawaii,05-04,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",148,33,136,317
County of Hawaii,05-04,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",2,0,2,4
County of Hawaii,05-04,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,3,3
County of Hawaii,05-04,U.S. Senator,,C,"ALLISON, Joy J.",4,1,7,12
County of Hawaii,05-04,U.S. Senator,,D,"SCHATZ, Brian",153,34,154,341
County of Hawaii,05-04,U.S. Senator,,L,"KOKOSKI, Michael A.",7,1,4,12
County of Hawaii,05-04,U.S. Senator,,R,"CARROLL, John",31,8,18,57
County of Hawaii,05-04,U.S. Representative,2,D,"GABBARD, Tulsi",169,34,156,359
County of Hawaii,05-04,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",25,8,28,61
County of Hawaii,05-04,State Representative,5,D,"CREAGAN, Richard P.",151,32,148,331
County of Hawaii,05-04,State Representative,5,L,"LAST, Michael L.",22,6,24,52
County of Hawaii,05-05,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",11,2,13,26
County of Hawaii,05-05,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",4,3,7,14
County of Hawaii,05-05,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",35,8,69,112
County of Hawaii,05-05,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",134,24,145,303
County of Hawaii,05-05,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",1,1,2,4
County of Hawaii,05-05,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,3,3
County of Hawaii,05-05,U.S. Senator,,C,"ALLISON, Joy J.",2,0,11,13
County of Hawaii,05-05,U.S. Senator,,D,"SCHATZ, Brian",157,29,170,356
County of Hawaii,05-05,U.S. Senator,,L,"KOKOSKI, Michael A.",4,0,6,10
County of Hawaii,05-05,U.S. Senator,,R,"CARROLL, John",20,7,36,63
County of Hawaii,05-05,U.S. Representative,2,D,"GABBARD, Tulsi",158,33,202,393
County of Hawaii,05-05,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",20,3,30,53
County of Hawaii,05-05,State Representative,5,D,"CREAGAN, Richard P.",148,23,171,342
County of Hawaii,05-05,State Representative,5,L,"LAST, Michael L.",16,11,36,63
County of Hawaii,05-06,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",28,14,46,88
County of Hawaii,05-06,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",23,5,30,58
County of Hawaii,05-06,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",142,56,240,438
County of Hawaii,05-06,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",633,135,505,1273
County of Hawaii,05-06,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",11,0,5,16
County of Hawaii,05-06,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,1,0,4
County of Hawaii,05-06,U.S. Senator,,C,"ALLISON, Joy J.",9,6,27,42
County of Hawaii,05-06,U.S. Senator,,D,"SCHATZ, Brian",685,149,559,1393
County of Hawaii,05-06,U.S. Senator,,L,"KOKOSKI, Michael A.",8,7,22,37
County of Hawaii,05-06,U.S. Senator,,R,"CARROLL, John",110,41,188,339
County of Hawaii,05-06,U.S. Representative,2,D,"GABBARD, Tulsi",722,173,633,1528
County of Hawaii,05-06,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",79,29,155,263
County of Hawaii,05-06,State Representative,5,D,"CREAGAN, Richard P.",672,144,584,1400
County of Hawaii,05-06,State Representative,5,L,"LAST, Michael L.",92,44,136,272
County of Hawaii,05-07,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",16,2,24,42
County of Hawaii,05-07,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",24,3,22,49
County of Hawaii,05-07,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",136,68,154,358
County of Hawaii,05-07,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",404,111,370,885
County of Hawaii,05-07,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",4,3,6,13
County of Hawaii,05-07,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",2,0,1,3
County of Hawaii,05-07,U.S. Senator,,C,"ALLISON, Joy J.",8,9,29,46
County of Hawaii,05-07,U.S. Senator,,D,"SCHATZ, Brian",456,107,403,966
County of Hawaii,05-07,U.S. Senator,,L,"KOKOSKI, Michael A.",7,1,9,17
County of Hawaii,05-07,U.S. Senator,,R,"CARROLL, John",109,61,117,287
County of Hawaii,05-07,U.S. Representative,2,D,"GABBARD, Tulsi",486,127,464,1077
County of Hawaii,05-07,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",84,53,89,226
County of Hawaii,05-07,State Representative,5,D,"CREAGAN, Richard P.",433,113,408,954
County of Hawaii,05-07,State Representative,5,L,"LAST, Michael L.",94,49,109,252
County of Hawaii,05-08,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",30,13,24,67
County of Hawaii,05-08,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",36,12,43,91
County of Hawaii,05-08,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",415,215,370,1000
County of Hawaii,05-08,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",617,310,421,1348
County of Hawaii,05-08,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",5,1,8,14
County of Hawaii,05-08,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",3,4,3,10
County of Hawaii,05-08,U.S. Senator,,C,"ALLISON, Joy J.",16,15,31,62
County of Hawaii,05-08,U.S. Senator,,D,"SCHATZ, Brian",648,334,468,1450
County of Hawaii,05-08,U.S. Senator,,L,"KOKOSKI, Michael A.",21,7,29,57
County of Hawaii,05-08,U.S. Senator,,R,"CARROLL, John",391,175,298,864
County of Hawaii,05-08,U.S. Representative,2,D,"GABBARD, Tulsi",759,373,543,1675
County of Hawaii,05-08,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",305,167,278,750
County of Hawaii,05-08,State Representative,5,D,"CREAGAN, Richard P.",691,357,486,1534
County of Hawaii,05-08,State Representative,5,L,"LAST, Michael L.",269,124,240,633
County of Hawaii,06-01,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",8,1,9,18
County of Hawaii,06-01,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",13,6,11,30
County of Hawaii,06-01,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",95,41,101,237
County of Hawaii,06-01,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",185,82,134,401
County of Hawaii,06-01,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",2,0,4,6
County of Hawaii,06-01,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",0,0,2,2
County of Hawaii,06-01,U.S. Senator,,C,"ALLISON, Joy J.",5,3,12,20
County of Hawaii,06-01,U.S. Senator,,D,"SCHATZ, Brian",207,79,159,445
County of Hawaii,06-01,U.S. Senator,,L,"KOKOSKI, Michael A.",3,4,0,7
County of Hawaii,06-01,U.S. Senator,,R,"CARROLL, John",88,40,75,203
County of Hawaii,06-01,U.S. Representative,2,D,"GABBARD, Tulsi",238,96,181,515
County of Hawaii,06-01,U.S. Representative,2,R,"KAAIHUE, Angela Aulani",58,34,66,158
County of Hawaii,06-01,State Representative,6,D,"LOWEN, Nicole E.",218,85,163,466
County of Hawaii,06-01,State Representative,6,R,"PRATT, Bruce C.",84,41,88,213
County of Hawaii,06-02,President and Vice President,,G,"STEIN, Jill / BARAKA, Ajamu",35,13,37,85
County of Hawaii,06-02,President and Vice President,,L,"JOHNSON, Gary / WELD, Bill",42,26,47,115
County of Hawaii,06-02,President and Vice President,,R,"TRUMP, Donald J. / PENCE, Michael R.",314,219,341,874
County of Hawaii,06-02,President and Vice President,,D,"CLINTON, Hillary / KAINE, Tim",538,283,441,1262
County of Hawaii,06-02,President and Vice President,,C,"CASTLE, Darrell L. / BRADLEY, Scott N.",7,5,13,25
County of Hawaii,06-02,U.S. Senator,,A,"GIUFFRE, John M. (Raghu)",1,7,4,12
County of Hawaii,06-02,U.S. Senator,,C,"ALLISON, Joy J.",22,25,31,78
County of Hawaii,06-02,U.S. Senator,,D,"SCHATZ, Brian",593,311,480,1384
County of Hawaii,06-02,U.S. Senator,,L,"KOKOSKI, Michael A.",17,7,38,62
County of Hawaii,06-02,U.S. Senator,,R,"CARROLL, John",277,182,284,743
